"","PMeco","depth","pro_rep","Year","PM","ECO","lyr_top","lyr_bot","pro_name","lyr_name","fm","fm_err","d14c","d14c_err","bd_g_cm3","C","N","lyr_soc","lyr_soc_cmtv"
"16...97","BSrf","50-60",1,2019,"BS","rf",50,60,"BSrf_1","BSrf_1_50-60",0.9732,0.0028,-35,2.8,0.833175327051527,1.50498676300049,0.0795427411794662,1.25391783847115,10.186010681155
"17...98","BSrf","50-60",2,2019,"BS","rf",50,60,"BSrf_2","BSrf_2_50-60",1.0362,0.0022,27.5,2.2,0.833175327051527,1.00837600231171,0.045089665800333,0.84015400551697,7.09578291273241
"18...99","BSrf","50-60",3,2019,"BS","rf",50,60,"BSrf_3","BSrf_3_50-60",0.9071,0.0021,-100.6,2.1,0.833175327051527,1.00286734104156,0.0452408902347088,0.835564324861597,8.68974734568799
"19...100","BSrf","60-70",1,2019,"BS","rf",60,70,"BSrf_1","BSrf_1_60-70",0.899,0.0019,-108.6,1.9,0.729869464412302,1.09807896614075,0.0588685423135757,0.801454306899563,10.9874649880545
"20...101","BSrf","60-70",2,2019,"BS","rf",60,70,"BSrf_2","BSrf_2_60-70",1.0463,0.0032,37.4,3.2,0.729869464412302,0.719500362873077,0.0341642014682293,0.525141344494629,7.62092425722704
"21...102","BSrf","60-70",3,2019,"BS","rf",60,70,"BSrf_3","BSrf_3_60-70",0.9756,0.0031,-32.6,3.1,0.729869464412302,0.383505880832672,0.0208754483610392,0.27990923184231,8.9696565775303
"22...103","BSrf","70-80",2,2019,"BS","rf",70,80,"BSrf_2","BSrf_2_70-80",1.0164,0.0018,7.8,1.8,0.633550098655544,0.862909853458405,0.0378862917423248,0.546696622789413,8.16762088001645
"23...104","BSrf","70-80",3,2019,"BS","rf",70,80,"BSrf_3","BSrf_3_70-80",0.9754,0.002,-32.8,2,0.633550098655544,0.889264702796936,0.037836704403162,0.563393740187892,9.5330503177182
"1...105","BSwf","0-10",1,2019,"BS","wf",0,10,"BSwf_1","BSwf_1_0-10",1.0227,0.0018,14.1,1.8,0.89,5.74416589736938,0.305158108472824,5.11230764865875,5.11230764865875
"2...106","BSwf","0-10",2,2019,"BS","wf",0,10,"BSwf_2","BSwf_2_0-10",0.9839,0.0024,-24.4,2.4,0.89,4.82486486434937,0.232458531856537,4.29412972927094,4.29412972927094
"3...107","BSwf","0-10",3,2019,"BS","wf",0,10,"BSwf_3","BSwf_3_0-10",1.0212,0.0019,12.6,1.9,0.89,6.70053768157959,0.279764860868454,5.96347853660584,5.96347853660584
"4...108","BSwf","10-20",1,2019,"BS","wf",10,20,"BSwf_1","BSwf_1_10-20",0.9382,0.0027,-69.7,2.7,0.89,2.82350993156433,0.14703106880188,2.51292383909225,7.625231487751
"5...109","BSwf","10-20",2,2019,"BS","wf",10,20,"BSwf_2","BSwf_2_10-20",0.9595,0.0028,-48.6,2.8,0.89,2.81559872627258,0.148710414767265,2.5058828663826,6.80001259565354
"6...110","BSwf","10-20",3,2019,"BS","wf",10,20,"BSwf_3","BSwf_3_10-20",0.9988,0.0028,-9.6,2.8,0.89,2.75469088554382,0.125359386205673,2.451674888134,8.41515342473984
"7...111","BSwf","20-30",1,2019,"BS","wf",20,30,"BSwf_1","BSwf_1_20-30",0.9001,0.0024,-107.5,2.4,0.89,1.87109351158142,0.109094306826591,1.66527322530746,9.29050471305847
"8...112","BSwf","20-30",2,2019,"BS","wf",20,30,"BSwf_2","BSwf_2_20-30",0.9363,0.003,-71.6,3,0.89,2.03889799118042,0.115164041519165,1.81461921215057,8.61463180780411
"9...113","BSwf","20-30",3,2019,"BS","wf",20,30,"BSwf_3","BSwf_3_20-30",0.8918,0.0025,-115.7,2.5,0.89,1.85948121547699,0.0899567678570747,1.65493828177452,10.0700917065144
"10...114","BSwf","30-40",1,2019,"BS","wf",30,40,"BSwf_1","BSwf_1_30-40",0.8456,0.0019,-161.5,1.9,0.89,1.33290028572083,0.0790208131074905,1.18628125429154,10.47678596735
"11...115","BSwf","30-40",2,2019,"BS","wf",30,40,"BSwf_2","BSwf_2_30-40",0.9135,0.0029,-94.2,2.9,0.89,1.61043441295624,0.0909447222948074,1.43328662753105,10.0479184353352
"12...116","BSwf","30-40",3,2019,"BS","wf",30,40,"BSwf_3","BSwf_3_30-40",0.9098,0.0026,-97.9,2.6,0.89,1.56011664867401,0.0821161866188049,1.38850381731987,11.4585955238342
"13...117","BSwf","40-50",1,2019,"BS","wf",40,50,"BSwf_1","BSwf_1_40-50",0.8323,0.0024,-174.7,2.4,0.89,1.08872747421265,0.0659987777471542,0.968967452049259,11.4457534193993
"14...118","BSwf","40-50",2,2019,"BS","wf",40,50,"BSwf_2","BSwf_2_40-50",0.8787,0.0018,-128.7,1.8,0.89,1.26165541013082,0.0757088512182236,1.12287331501643,11.1707917503516
"15...119","BSwf","40-50",3,2019,"BS","wf",40,50,"BSwf_3","BSwf_3_40-50",0.9022,0.0019,-105.4,1.9,0.89,1.15181219577789,0.0617565885186195,1.02511285424232,12.4837083780765
"16...120","BSwf","50-60",1,2019,"BS","wf",50,60,"BSwf_1","BSwf_1_50-60",0.827,0.0019,-180,1.9,0.89,1.29802060127258,0.0688967332243919,1.1552383351326,12.6009917545319
"17...121","BSwf","50-60",2,2019,"BS","wf",50,60,"BSwf_2","BSwf_2_50-60",0.9141,0.0026,-93.6,2.6,0.89,1.48464667797089,0.0802924707531929,1.32133554339409,12.4921272937457
"18...122","BSwf","50-60",3,2019,"BS","wf",50,60,"BSwf_3","BSwf_3_50-60",0.9107,0.0016,-96.9,1.6,0.89,0.849369287490845,0.0507687330245972,0.755938665866852,13.2396470439434
"19...123","BSwf","60-70",1,2019,"BS","wf",60,70,"BSwf_1","BSwf_1_60-70",0.8032,0.0027,-203.6,2.7,0.89,0.723695337772369,0.0492777079343796,0.644088850617409,13.2450806051493
"20...124","BSwf","60-70",2,2019,"BS","wf",60,70,"BSwf_2","BSwf_2_60-70",0.8569,0.0019,-150.3,1.9,0.89,1.00470268726349,0.0625828430056572,0.894185391664506,13.3863126854102
"21...125","BSwf","60-70",3,2019,"BS","wf",60,70,"BSwf_3","BSwf_3_60-70",0.8226,0.0029,-184.3,2.9,0.89,0.560638070106506,0.0399251207709312,0.49896788239479,13.7386149263382
"1...126","GRpp","0-10",1,2019,"GR","pp",0,10,"GRpp_1","GRpp_1_0-10",1.0626,0.0029,53.7,2.9,1.04862882825203,8.76190757751465,0.305370479822159,9.18798887626173,9.18798887626173
"2...127","GRpp","0-10",2,2019,"GR","pp",0,10,"GRpp_2","GRpp_2_0-10",1.1023,0.0023,93,2.3,1.04862882825203,3.24685049057007,0.138177186250687,3.40474102543601,3.40474102543601
"3...128","GRpp","0-10",3,2019,"GR","pp",0,10,"GRpp_3","GRpp_3_0-10",1.0918,0.0022,82.6,2.2,1.04862882825203,2.99863815307617,0.122779749333858,3.14445841281208,3.14445841281208
"4...129","GRpp","10-20",1,2019,"GR","pp",10,20,"GRpp_1","GRpp_1_10-20",1.0662,0.002,57.2,2,1.03527158389812,4.3944993019104,0.160481408238411,4.54950025272796,13.7374891289897
"5...130","GRpp","10-20",2,2019,"GR","pp",10,20,"GRpp_2","GRpp_2_10-20",1.0964,0.0022,87.1,2.2,1.03527158389812,2.20006132125854,0.0957430154085159,2.27766096873232,5.68240199416833
"6...131","GRpp","10-20",3,2019,"GR","pp",10,20,"GRpp_3","GRpp_3_10-20",1.1487,0.0029,139,2.9,1.03527158389812,8.05738544464111,0.355762213468552,8.34158219135126,11.4860406041633
"7...132","GRpp","20-30",1,2019,"GR","pp",20,30,"GRpp_1","GRpp_1_20-30",1.0548,0.0019,46,1.9,1.03900384904103,2.70964050292969,0.104683920741081,2.81532691206142,16.5528160410511
"8...133","GRpp","20-30",2,2019,"GR","pp",20,30,"GRpp_2","GRpp_2_20-30",1.0064,0.0034,-2.1,3.4,1.03900384904103,0.674578905105591,0.0348172821104527,0.700890078886592,6.38329207305492
"9...134","GRpp","20-30",3,2019,"GR","pp",20,30,"GRpp_3","GRpp_3_20-30",1.0512,0.0021,42.4,2.1,1.03900384904103,1.51419270038605,0.0603381730616093,1.57325204389093,13.0592926480543
"10...135","GRpp","30-40",1,2019,"GR","pp",30,40,"GRpp_1","GRpp_1_30-40",1.0437,0.0021,34.9,2.1,1.06598163901775,1.3456906080246,0.0543477647006512,1.43448147995285,17.987297521004
"11...136","GRpp","30-40",2,2019,"GR","pp",30,40,"GRpp_2","GRpp_2_30-40",0.9589,0.0033,-49.2,3.3,1.06598163901775,0.654764831066132,0.0358036011457443,0.697967287791053,7.08125936084597
"12...137","GRpp","30-40",3,2019,"GR","pp",30,40,"GRpp_3","GRpp_3_30-40",1.0724,0.0019,63.4,1.9,1.06598163901775,0.830124139785767,0.0395104624330997,0.884897091117029,13.9441897391713
"13...138","GRpp","40-50",1,2019,"GR","pp",40,50,"GRpp_1","GRpp_1_40-50",1.0351,0.0019,26.4,1.9,1.10829522073868,0.940698266029358,0.0454387739300728,1.0425713923975,19.0298689134015
"14...139","GRpp","40-50",2,2019,"GR","pp",40,50,"GRpp_2","GRpp_2_40-50",0.9555,0.0031,-52.6,3.1,1.10829522073868,0.394025981426239,0.0293238777667284,0.436697112061569,7.51795647290754
"15...140","GRpp","40-50",3,2019,"GR","pp",40,50,"GRpp_3","GRpp_3_40-50",1.0582,0.0019,49.3,1.9,1.10829522073868,0.779274761676788,0.033548004925251,0.863666494008658,14.80785623318
"16...141","GRpp","50-60",1,2019,"GR","pp",50,60,"GRpp_1","GRpp_1_50-60",0.8775,0.0045,-129.9,4.5,1.15420957735269,0.259445458650589,0.0211632251739502,0.299454433175172,19.3293233465766
"17...142","GRpp","50-60",2,2019,"GR","pp",50,60,"GRpp_2","GRpp_2_50-60",0.8877,0.0032,-119.8,3.2,1.15420957735269,0.323622196912766,0.027880921959877,0.373527839120633,7.89148431202817
"18...143","GRpp","50-60",3,2019,"GR","pp",50,60,"GRpp_3","GRpp_3_50-60",1.0154,0.0034,6.9,3.4,1.15420957735269,0.540050327777863,0.0276780240237713,0.62333126057367,15.4311874937536
"19...144","GRpp","60-70",1,2019,"GR","pp",60,70,"GRpp_1","GRpp_1_60-70",0.878,0.0046,-129.4,4.6,1.20278134619772,0.247542396187782,0.020688796415925,0.29773937652775,19.6270627231044
"20...145","GRpp","60-70",2,2019,"GR","pp",60,70,"GRpp_2","GRpp_2_60-70",0.9196,0.0033,-88.1,3.3,1.20278134619772,0.387962639331818,0.0303146690130234,0.466634225609945,8.35811853763812
"21...146","GRpp","60-70",3,2019,"GR","pp",60,70,"GRpp_3","GRpp_3_60-70",1.0158,0.0034,7.2,3.4,1.20278134619772,0.350131720304489,0.0197416953742504,0.421131901894357,15.852319395648
"22...147","GRpp","70-80",1,2019,"GR","pp",70,80,"GRpp_1","GRpp_1_70-80",0.7956,0.0042,-211.1,4.2,1.25401052727377,0.196731239557266,0.0157216507941484,0.246703045448429,19.8737657685528
"23...148","GRpp","70-80",2,2019,"GR","pp",70,80,"GRpp_2","GRpp_2_70-80",1.0123,0.0035,3.7,3.5,1.25401052727377,0.601232469081879,0.0308005027472973,0.753951845567475,9.11207038320559
"24...149","GRpp","70-80",3,2019,"GR","pp",70,80,"GRpp_3","GRpp_3_70-80",1.0111,0.005,2.6,5,1.25401052727377,0.236282095313072,0.0162579957395792,0.296300234928896,16.1486196305769
"1...150","GRrf","0-10",1,2019,"GR","rf",0,10,"GRrf_1","GRrf_1_0-10",1.0232,0.0028,14.6,2.8,0.810124330857609,5.86133893330892,0.109589872260888,4.74841328127654,4.74841328127654
"2...151","GRrf","0-10",2,2019,"GR","rf",0,10,"GRrf_2","GRrf_2_0-10",1.0584,0.0028,49.5,2.8,0.810124330857609,6.39419984817505,0.171296551823616,5.18009687337263,5.18009687337263
"3...152","GRrf","0-10",3,2019,"GR","rf",0,10,"GRrf_3","GRrf_3_0-10",1.0334,0.002,24.7,2,0.810124330857609,1.90340983867645,0.0770040974020958,1.54199862190555,1.54199862190555
"4...153","GRrf","10-20",1,2019,"GR","rf",10,20,"GRrf_1","GRrf_1_10-20",1.0089,0.0019,0.4,1.9,0.811777517119946,2.08154344558716,0.0472815111279488,1.68975017003604,6.43816345131258
"5...154","GRrf","10-20",2,2019,"GR","rf",10,20,"GRrf_2","GRrf_2_10-20",0.9902,0.002,-18.1,2,0.811777517119946,1.5243136882782,0.0488312840461731,1.23740358118242,6.41750045455506
"6...155","GRrf","10-20",3,2019,"GR","rf",10,20,"GRrf_3","GRrf_3_10-20",0.9935,0.0018,-14.9,1.8,0.811777517119946,1.0809045235316,0.0378717059890429,0.877453990356198,2.41945261226175
"7...156","GRrf","20-30",1,2019,"GR","rf",20,30,"GRrf_1","GRrf_1_20-30",0.9947,0.0019,-13.7,1.9,0.877073667943236,1.22703969478607,0.0437739044427872,1.07620420581797,7.51436765713055
"8...157","GRrf","20-30",2,2019,"GR","rf",20,30,"GRrf_2","GRrf_2_20-30",0.9842,0.0018,-24,1.8,0.877073667943236,0.771966516971588,0.0290147550404072,0.677071504569635,7.09457195912469
"9...158","GRrf","20-30",3,2019,"GR","rf",20,30,"GRrf_3","GRrf_3_20-30",0.9882,0.0018,-20.1,1.8,0.877073667943236,0.948205471038818,0.0332794897258282,0.83164605044786,3.25109866270961
"10...159","GRrf","30-40",1,2019,"GR","rf",30,40,"GRrf_1","GRrf_1_30-40",1.0005,0.002,-7.9,2,1.02968692383651,2.2534031867981,0.0561334490776062,2.32029979557753,9.83466745270808
"11...160","GRrf","30-40",2,2019,"GR","rf",30,40,"GRrf_2","GRrf_2_30-40",0.9682,0.0033,-40,3.3,1.02968692383651,0.554664552211761,0.0255494806915522,0.571130836528086,7.66570279565278
"12...161","GRrf","30-40",3,2019,"GR","rf",30,40,"GRrf_3","GRrf_3_30-40",0.9432,0.0018,-64.7,1.8,1.02968692383651,0.711479961872101,0.0281097702682018,0.732601613311404,3.98370027602101
"13...162","GRrf","40-50",1,2019,"GR","rf",40,50,"GRrf_1","GRrf_1_40-50",0.9945,0.0021,-13.9,2.1,1.16943194520075,0.830543518066406,0.0223851334303617,0.971264121906274,10.8059315746144
"14...163","GRrf","40-50",2,2019,"GR","rf",40,50,"GRrf_2","GRrf_2_40-50",0.9386,0.0032,-69.4,3.2,1.16943194520075,0.385969132184982,0.0211605057120323,0.45136463303853,8.11706742869131
"15...164","GRrf","40-50",3,2019,"GR","rf",40,50,"GRrf_3","GRrf_3_40-50",0.9254,0.0031,-82.5,3.1,1.16943194520075,0.575949549674988,0.0216734483838081,0.673533802213919,4.65723407823493
"16...165","GRrf","50-60",1,2019,"GR","rf",50,60,"GRrf_1","GRrf_1_50-60",0.9814,0.0047,-26.9,4.7,1.22861114644598,0.21796926856041,0.0121175721287727,0.267799472935997,11.0737310475504
"17...166","GRrf","50-60",2,2019,"GR","rf",50,60,"GRrf_2","GRrf_2_50-60",0.9494,0.0018,-58.6,1.8,1.22861114644598,0.75954258441925,0.0262746904045343,0.933182485417878,9.05024991410919
"18...167","GRrf","50-60",3,2019,"GR","rf",50,60,"GRrf_3","GRrf_3_50-60",0.9411,0.0032,-66.8,3.2,1.22861114644598,0.448310077190399,0.0177538860589266,0.550798757900182,5.20803283613511
"19...168","GRrf","60-70",2,2019,"GR","rf",60,70,"GRrf_2","GRrf_2_60-70",0.9314,0.0048,-76.5,4.8,1.21758816626029,0.223938196897507,0.0133254583925009,0.272664498516072,9.32291441262526
"20...169","GRrf","60-70",3,2019,"GR","rf",60,70,"GRrf_3","GRrf_3_60-70",0.8164,0.0043,-190.5,4.3,1.21758816626029,0.103920146822929,0.00766528537496924,0.126531941007631,5.33456477714274
"1...170","GRwf","0-10",1,2019,"GR","wf",0,10,"GRwf_1","GRwf_1_0-10",1.0086,0.0019,0.1,1.9,0.584753362603745,2.30213141441345,0.151091977953911,1.34617908573398,1.34617908573398
"2...171","GRwf","0-10",2,2019,"GR","wf",0,10,"GRwf_2","GRwf_2_0-10",1.0178,0.0023,9.2,2.3,0.584753362603745,4.59044186274211,0.162658979495366,2.68427631507545,2.68427631507545
"3...172","GRwf","0-10",3,2019,"GR","wf",0,10,"GRwf_3","GRwf_3_0-10",1.0336,0.0019,24.9,1.9,0.584753362603745,2.21627330780029,0.0884726122021675,1.29597326918515,1.29597326918515
"4...173","GRwf","10-20",1,2019,"GR","wf",10,20,"GRwf_1","GRwf_1_10-20",0.9342,0.0018,-73.7,1.8,0.578920552792979,0.861249148845673,0.0517925657331944,0.49859483334222,1.8447739190762
"5...174","GRwf","10-20",2,2019,"GR","wf",10,20,"GRwf_2","GRwf_2_10-20",1.0143,0.0027,5.7,2.7,0.578920552792979,5.18354654312134,0.190200924873352,3.00086163017194,5.68513794524739
"6...175","GRwf","10-20",3,2019,"GR","wf",10,20,"GRwf_3","GRwf_3_10-20",1.0052,0.0019,-3.3,1.9,0.578920552792979,0.916520118713379,0.033919133245945,0.530592333771437,1.82656560295658
"7...176","GRwf","20-30",1,2019,"GR","wf",20,30,"GRwf_1","GRwf_1_20-30",0.9159,0.0018,-91.9,1.8,0.692463980609394,0.916954398155212,0.047477588057518,0.634957892583849,2.47973181166005
"8...177","GRwf","20-30",2,2019,"GR","wf",20,30,"GRwf_2","GRwf_2_20-30",0.9938,0.0021,-14.5,2.1,0.692463980609394,4.1653151512146,0.153799533843994,2.88433071010268,8.56946865535007
"9...178","GRwf","20-30",3,2019,"GR","wf",20,30,"GRwf_3","GRwf_3_20-30",0.9804,0.0019,-27.8,1.9,0.692463980609394,0.934888422489166,0.0352173186838627,0.647376558462485,2.47394216141907
"10...179","GRwf","30-40",1,2019,"GR","wf",30,40,"GRwf_1","GRwf_1_30-40",0.891,0.003,-116.5,3,0.862509686881582,0.583446383476257,0.0346133150160313,0.503228157524298,2.98295996918435
"11...180","GRwf","30-40",2,2019,"GR","wf",30,40,"GRwf_2","GRwf_2_30-40",0.9417,0.002,-66.3,2,0.862509686881582,2.06158924102783,0.0861812606453896,1.77814069075735,10.3476093461074
"12...181","GRwf","30-40",3,2019,"GR","wf",30,40,"GRwf_3","GRwf_3_30-40",0.9345,0.0019,-73.4,1.9,0.862509686881582,0.780048727989197,0.0235114898532629,0.672799584130339,3.14674174554941
"13...182","GRwf","40-50",1,2019,"GR","wf",40,50,"GRwf_1","GRwf_1_40-50",0.8977,0.0031,-109.9,3.1,0.994841851302974,0.662562012672424,0.0421277582645416,0.659144419290059,3.64210438847441
"14...183","GRwf","40-50",2,2019,"GR","wf",40,50,"GRwf_2","GRwf_2_40-50",0.928,0.0019,-79.8,1.9,0.994841851302974,1.54188084602356,0.0719384253025055,1.53392759534667,11.8815369414541
"15...184","GRwf","40-50",3,2019,"GR","wf",40,50,"GRwf_3","GRwf_3_40-50",0.9186,0.0018,-89.2,1.8,0.994841851302974,0.752204358577728,0.02274015173316,0.748324376645633,3.89506612219504
"16...185","GRwf","50-60",1,2019,"GR","wf",50,60,"GRwf_1","GRwf_1_50-60",0.8657,0.003,-141.6,3,1.08438020905312,0.596539199352264,0.0405596159398556,0.646875301701986,4.28897969017639
"17...186","GRwf","50-60",2,2019,"GR","wf",50,60,"GRwf_2","GRwf_2_50-60",0.92,0.0018,-87.7,1.8,1.08438020905312,1.22500264644623,0.0574021674692631,1.32836862584398,13.2099055672981
"18...187","GRwf","50-60",3,2019,"GR","wf",50,60,"GRwf_3","GRwf_3_50-60",0.9328,0.0036,-75,3.6,1.08438020905312,0.369361132383347,0.0173336509615183,0.400527901949949,4.29559402414499
"19...188","GRwf","60-70",1,2019,"GR","wf",60,70,"GRwf_1","GRwf_1_60-70",0.8324,0.0029,-174.6,2.9,1.13112476013201,0.608536720275879,0.0393567830324173,0.688330951753573,4.97731064192997
"20...189","GRwf","60-70",2,2019,"GR","wf",60,70,"GRwf_2","GRwf_2_60-70",0.9025,0.0019,-105.1,1.9,1.13112476013201,1.15031981468201,0.0555303916335106,1.30115522445728,14.5110607917554
"21...190","GRwf","60-70",3,2019,"GR","wf",60,70,"GRwf_3","GRwf_3_60-70",0.8783,0.0044,-129.1,4.4,1.13112476013201,0.101221087078254,0.00752770279844602,0.114493677841691,4.41008770198668
"22...191","GRwf","70-80",1,2019,"GR","wf",70,80,"GRwf_1","GRwf_1_70-80",0.827,0.0031,-180,3.1,1.13549052678409,0.461778253316879,0.0286248698830605,0.524344832116221,5.50165547404619
"23...192","GRwf","70-80",2,2019,"GR","wf",70,80,"GRwf_2","GRwf_2_70-80",0.897,0.002,-110.6,2,1.13549052678409,1.21505057811737,0.0529368445277214,1.37967842101581,15.8907392127712
"24...193","GRwf","80-90",1,2019,"GR","wf",80,90,"GRwf_1","GRwf_1_80-90",0.7866,0.0027,-220,2.7,1.12009622133145,0.317149668931961,0.0220671445131302,0.355238145767211,5.8568936198134
"25","GRwf","80-90",2,2019,"GR","wf",80,90,"GRwf_2","GRwf_2_80-90",0.8778,0.0019,-129.6,1.9,1.12009622133145,0.755698084831238,0.0398806482553482,0.846454569286885,16.7371937820581
